;"voter_id";"voter_reg_num";"name_prefix";"first_name";"middle_name";"last_name";"name_suffix";"age";"gender";"race";"ethnic";"street_address";"city";"state";"zip_code";"full_phone_num";"birth_place";"register_date";"download_month"
obj227-obj241;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1;0;1;
obj233-obj837;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;0;0;0;1;
obj244-obj937;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;
obj246-obj247;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0;1;0;
obj269-obj276;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;
obj270-obj411;0;0;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;
obj308-obj309;0;0;1;1;0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;
obj316-obj324;0;0;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;0;
obj319-obj331;0;0;1;0;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;
obj325-obj326;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;
obj326-obj932;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;0;1;
obj337-obj758;0;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;1;
obj338-obj685;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;1;1;0;1;
obj345-obj355;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;1;0;
obj346-obj592;0;0;0;0;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;
obj351-obj471;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;
obj352-obj656;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;0;1;
obj354-obj978;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;
obj355-obj356;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;
obj355-obj963;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;
obj356-obj625;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;1;
obj356-obj667;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;0;0;1;
obj362-obj764;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;
obj376-obj447;0;0;1;0;0;1;1;1;0;1;1;0;1;1;1;0;1;0;1;
obj380-obj545;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;0;1;
obj384-obj564;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;
obj384-obj688;0;0;0;1;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;
obj385-obj878;0;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;1;
obj403-obj414;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;
obj405-obj415;0;0;1;1;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;
obj406-obj452;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;
obj417-obj427;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;
obj417-obj456;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;
obj417-obj608;0;0;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;0;1;
obj417-obj886;0;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;0;0;
obj432-obj617;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;
obj434-obj988;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;0;1;
obj435-obj579;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;
obj437-obj438;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;
obj439-obj451;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;
obj443-obj453;0;0;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;1;1;
obj451-obj467;0;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;1;1;
obj453-obj471;0;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;
obj464-obj658;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;
obj466-obj917;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0;1;
obj467-obj756;0;0;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;
obj467-obj998;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;1;0;1;
obj469-obj472;0;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;
obj469-obj972;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;
obj470-obj923;0;0;1;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;
obj476-obj825;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;
obj478-obj480;0;0;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;0;
obj482-obj624;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;1;0;0;
obj485-obj499;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;1;1;1;0;
obj485-obj990;0;0;0;1;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;
obj499-obj919;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;
obj499-obj983;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;1;
obj501-obj867;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;
obj504-obj623;0;0;1;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0;1;
obj504-obj839;0;0;1;0;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;
obj507-obj758;0;0;1;1;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;
obj508-obj983;0;0;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;0;1;
obj513-obj514;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;0;1;1;1;
obj513-obj545;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;
obj518-obj693;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;1;
obj525-obj734;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;1;
obj534-obj812;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;1;0;1;
obj541-obj878;0;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;
obj542-obj586;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;
obj552-obj554;0;0;1;1;0;0;1;0;1;1;1;0;1;1;0;0;1;1;1;
obj564-obj936;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;
obj578-obj587;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;
obj590-obj598;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;1;1;1;1;
obj591-obj762;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;
obj592-obj735;0;0;0;1;0;0;1;1;1;1;1;0;0;1;0;1;1;0;1;
obj593-obj876;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;
obj594-obj612;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;
obj596-obj597;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;
obj597-obj959;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;1;1;0;1;
obj614-obj624;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;
obj620-obj625;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;0;1;1;
obj635-obj649;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;1;1;
obj643-obj650;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;
obj644-obj900;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;1;
obj647-obj654;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;
obj654-obj658;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;0;
obj657-obj819;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;1;
obj660-obj666;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;
obj660-obj704;0;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;
obj660-obj835;0;0;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;
obj662-obj670;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;1;1;
obj663-obj912;0;0;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0;0;1;
obj664-obj966;0;0;1;0;0;1;0;1;1;1;1;0;0;1;0;0;1;0;0;
obj666-obj941;0;0;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;0;
obj668-obj879;0;0;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;0;0;
obj675-obj676;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;
obj680-obj697;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;1;1;1;1;
obj681-obj787;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;0;
obj685-obj775;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;1;1;0;
obj688-obj737;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;
obj689-obj768;0;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;1;0;
obj693-obj773;0;0;1;1;0;0;1;0;1;1;1;0;1;1;0;1;0;1;0;
obj693-obj880;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;0;1;
obj694-obj697;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1;1;1;1;1;
obj695-obj710;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;
obj695-obj818;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;1;1;0;
obj698-obj704;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;
obj698-obj762;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;
obj698-obj818;0;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;
obj704-obj835;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;0;
obj708-obj723;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;
obj718-obj727;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;1;1;
obj722-obj734;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;0;1;1;1;
obj733-obj734;0;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;1;1;
obj734-obj754;0;0;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1;1;0;
obj735-obj763;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;
obj737-obj816;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;0;
obj744-obj767;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;1;1;1;
obj750-obj772;0;0;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;1;1;
obj758-obj786;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;1;
obj759-obj787;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;
obj764-obj816;0;0;1;0;1;0;1;1;0;1;1;0;1;1;1;1;0;1;1;
obj771-obj828;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;1;1;1;
obj778-obj782;0;0;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;
obj787-obj799;0;0;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;
obj788-obj799;0;0;1;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;1;
obj793-obj812;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;
obj794-obj814;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1;
obj796-obj812;0;0;1;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;
obj803-obj807;0;0;1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;
obj834-obj835;0;0;1;0;1;0;1;1;0;0;1;0;1;1;1;0;1;1;0;
obj854-obj867;0;0;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;
obj867-obj917;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;
obj881-obj889;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;0;
obj884-obj988;0;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;
obj891-obj892;0;0;1;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;
obj891-obj920;0;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;
obj891-obj983;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;1;
obj905-obj941;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;0;1;
obj920-obj921;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;0;1;1;
obj934-obj947;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;
obj936-obj944;0;0;1;0;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;
obj937-obj949;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;
obj937-obj955;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;
obj948-obj990;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0;
obj954-obj964;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;
obj957-obj978;0;0;1;0;1;0;1;0;0;0;1;0;1;1;1;1;0;1;0;
obj959-obj975;0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;1;1;1;0;
obj959-obj997;0;0;0;0;1;0;1;0;1;1;1;0;1;1;0;1;1;1;0;
obj964-obj987;0;0;1;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;0;
obj974-obj996;0;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;
obj977-obj1000;0;0;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;1;
obj983-obj990;0;0;0;1;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;
obj988-obj992;0;0;1;0;0;0;1;1;1;0;0;0;1;1;1;0;1;1;1;
obj1000-obj1000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
