;voter_id;voter_reg_num;name_prefix;first_name;middle_name;last_name;name_suffix;age;gender;race;ethnic;street_address;city;state;zip_code;full_phone_num;birth_place;register_date;download_month
obj590-obj598;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;1;
obj591-obj592;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;0;1;1;1;
obj591-obj623;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;
obj592-obj597;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;
obj594-obj612;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;
obj601-obj732;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;1;0;1;
obj606-obj630;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;
obj614-obj624;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;
obj620-obj625;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;
obj631-obj658;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;0;
obj635-obj643;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1;
obj643-obj654;0;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;1;1;1;
obj654-obj736;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;1;
obj660-obj670;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;1;
obj660-obj704;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;
obj662-obj670;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;
obj668-obj669;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;
obj668-obj672;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;
obj669-obj672;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;
obj675-obj676;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;
obj687-obj733;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;
obj689-obj732;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;
obj695-obj710;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;0;1;1;1;
obj698-obj704;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;
obj701-obj740;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;
obj705-obj733;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;1;
obj718-obj720;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;
obj718-obj727;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;1;
obj722-obj734;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;
obj732-obj733;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;
obj733-obj734;0;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;1;
obj750-obj750;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;
